,danceability,tempo,loudness,mode,track_album_name,valence
22289,0.793,145008.0,-4959.0,1.0,The Rebirth,0.275
22290,0.707,150007.0,-6467.0,1.0,Neo Tokyo,0.251
22291,0.485,150325.0,-7308.0,0.0,Oh My God,0.0682
22292,0.52,160033.0,-5331.0,1.0,Switch,0.519
22293,0.592,140042.0,-9.78,0.0,Legacy,0.117
22294,0.552,139986.0,-7292.0,1.0,Highly,0.301
22295,0.62,127992.0,-4001.0,1.0,Keep Calm,0.495
22296,0.455,151332.0,-8906.0,1.0,Prodigium,0.0511
22297,0.61,149999.0,-3274.0,1.0,Insomniac,0.479
22298,0.576,155144.0,-6211.0,0.0,Wanted EP,0.423
22299,0.665,160.01,-2252.0,0.0,Horus,0.504
22300,0.584,140042.0,-5077.0,1.0,Anymore,0.289
22301,0.609,130.03,-6333.0,0.0,Ham Sandwich,0.0688
22302,0.535,154952.0,-6694.0,0.0,Mistakes,0.48
22303,0.732,139981.0,-8341.0,1.0,In Peace,0.338
22304,0.646,159876.0,-2773.0,1.0,Level Up,0.577
22305,0.549,160022.0,-4074.0,1.0,Cobra,0.169
22306,0.707,80042.0,-10141.0,1.0,In Peace,0.238
22307,0.563,149964.0,-10136.0,0.0,Basquiat,0.125
22308,0.767,160016.0,-13413.0,1.0,Flatline,0.48
22309,0.532,150016.0,-902.0,0.0,No Smoke (Benzi & Blush Remix),0.613
22310,0.59,148167.0,-1787.0,1.0,Ooh,0.386
22311,0.524,139973.0,-10646.0,1.0,Tender Lies,0.195
22312,0.224,149822.0,-7276.0,0.0,Carte Blanche,0.0387
22313,0.639,154971.0,-4949.0,1.0,Lights Out,0.594
22314,0.559,149977.0,-7527.0,1.0,Exhale,0.0399
22315,0.569,150134.0,-7364.0,1.0,Fire,0.219
22316,0.7,150027.0,-5771.0,0.0,Take A Sip,0.282
22317,0.578,160301.0,-765.0,0.0,Follow Me,0.178
22318,0.659,75036.0,-7189.0,1.0,Helix,0.196
22319,0.668,159929.0,-2901.0,1.0,Get Money,0.255
22320,0.674,150011.0,-3719.0,0.0,ID,0.28
22321,0.664,160042.0,-3498.0,0.0,Life,0.874
22322,0.457,137.03,-4488.0,1.0,ANTI-SOBER,0.398
22323,0.632,128063.0,-1512.0,1.0,Very Extra,0.189
22324,0.601,149.97,-4861.0,0.0,Dubai,0.317
22325,0.844,97005.0,-2687.0,0.0,Get Low,0.58
22326,0.755,139937.0,-3.61,1.0,Lowkey (feat. Lil Traffic),0.318
22327,0.724,159015.0,-3601.0,1.0,2012,0.785
22328,0.561,150048.0,-5381.0,0.0,Together,0.253
22329,0.453,75102.0,-4734.0,0.0,Joytime III,0.432
22330,0.347,139902.0,-8318.0,1.0,Marrakech,0.0532
22331,0.565,175209.0,-8491.0,0.0,No One,0.334
22332,0.515,150135.0,-5.99,0.0,SO HIGH,0.0615
22333,0.728,150044.0,-5396.0,1.0,Tension,0.171
22334,0.576,149945.0,-1326.0,0.0,Blame (Remixes),0.146
22335,0.591,140043.0,-7034.0,1.0,Eternal,0.141
22336,0.59,150963.0,-2039.0,0.0,Losing Time,0.28
22337,0.588,150015.0,-4284.0,0.0,Sick Boy,0.264
22338,0.474,149857.0,-4494.0,1.0,Losing Myself,0.328
22339,0.806,153965.0,-5.07,1.0,The Groove,0.451
22340,0.681,139694.0,-5104.0,0.0,The Machine,0.217
22341,0.617,81.99,-6582.0,1.0,Layers,0.357
22342,0.633,74943.0,-5847.0,0.0,Back,0.62
22343,0.642,150039.0,-2887.0,0.0,2 MUCH (feat. 24hrs) (feat. 24hrs),0.158
22344,0.609,149937.0,-6.51,0.0,Pressure,0.0982
22345,0.419,82004.0,-5715.0,1.0,Layers,0.0696
22346,0.506,147879.0,-8411.0,1.0,Tep Tep,0.12
22347,0.703,140023.0,-7359.0,0.0,"ANTHEM (feat. Lukrative , hyperforms , COSMIC , Night Grind, Noax , SYNC , vowl , NOIXES)",0.11
22348,0.572,172062.0,-6386.0,0.0,Flash,0.7
22349,0.634,150079.0,-3494.0,0.0,Gasoline,0.364
22350,0.723,145356.0,-5103.0,1.0,GERONIMO (feat. Ace Hood),0.475
22351,0.718,134973.0,-4778.0,0.0,Transformation,0.0681
22352,0.566,150003.0,-4.41,0.0,Jundo,0.202
22353,0.701,150067.0,-2222.0,1.0,Nice! EP,0.227
22354,0.547,155027.0,-5937.0,0.0,Danger Days,0.352
22355,0.482,85179.0,-6179.0,0.0,Schism,0.111
22356,0.766,124992.0,-5123.0,1.0,Illusions EP,0.113
22357,0.392,149969.0,-4764.0,1.0,Layers,0.0621
22358,0.571,149924.0,-3638.0,1.0,SouthSide,0.537
22359,0.768,145023.0,-3406.0,1.0,Danger Days (The Remixes),0.209
22360,0.7,129973.0,-4126.0,0.0,Hijo De La Noche,0.313
22361,0.735,129989.0,-6573.0,1.0,Mi Chain de Roque,0.298
22362,0.762,91076.0,-5.62,0.0,Sangre Joven,0.452
22363,0.851,130071.0,-5534.0,1.0,Bufón,0.526
22364,0.717,140018.0,-6191.0,0.0,Ponte Pa' Mi (feat. Eladio Carrion),0.809
22365,0.82,92.04,-10151.0,1.0,Recién Me Desperte,0.2
22366,0.619,126354.0,-5.69,1.0,Tamo Loco,0.351
22367,0.776,140029.0,-7004.0,0.0,Ella es una G,0.652
22368,0.706,150122.0,-3458.0,0.0,Tony Love (Remix),0.391
22369,0.703,140015.0,-17772.0,0.0,LeBron,0.65
22370,0.816,142001.0,-8292.0,0.0,Tres Rosas,0.62
22371,0.852,135034.0,-5.58,0.0,Ice,0.329
22372,0.851,140.05,-5147.0,0.0,Si Te Sentis Sola,0.388
22373,0.676,140036.0,-4612.0,0.0,Quavo #Mododiablo,0.6
22374,0.878,123991.0,642.0,1.0,Rockstar,0.33
22375,0.854,119938.0,-4.49,1.0,She Don't Give a Fo,0.342
22376,0.748,81017.0,-6516.0,0.0,Empresario,0.474
22377,0.615,79983.0,-7345.0,0.0,Parte de Mi (feat. Lit Killah),0.354
22378,0.675,139939.0,-7674.0,1.0,Ahora,0.744
22379,0.896,128.01,-3.37,1.0,B.U.H.O (feat. Duki & Klave),0.513
22380,0.893,130037.0,-9289.0,1.0,Budokai Tenkaichi,0.878
22381,0.702,159975.0,-6689.0,0.0,Buenos Aires,0.546
22382,0.795,130015.0,-10277.0,1.0,Fre$h,0.268
22383,0.833,122862.0,-6685.0,1.0,Glitter,0.376
22384,0.819,76974.0,-5954.0,1.0,"Kiddo Toto: Bzrp Music Sessions, Vol. 11",0.554
22385,0.731,156056.0,-6.28,1.0,Puesta Pa Mí,0.482
22386,0.82,127967.0,-9159.0,1.0,"TRAP.N.EXPORT (feat. Duki, Ysy A & Neo Pistea)",0.429
22387,0.928,137064.0,-9252.0,1.0,Tussi,0.264
22388,0.904,99853.0,-5133.0,1.0,"Dillom: Bzrp Music Sessions, Vol. 9",0.232
22389,0.908,140045.0,-8873.0,0.0,Rappers,0.349
22390,0.463,189779.0,-9747.0,0.0,Verrako,0.359
22391,0.685,129875.0,-9223.0,0.0,Calle 2 (Remix),0.454
22392,0.598,114098.0,-5635.0,1.0,Pentakill,0.593
22393,0.669,130013.0,-5113.0,1.0,Traje unos tangos,0.243
22394,0.853,135.95,326.0,1.0,Crema,0.534
22395,0.745,170.0,-4282.0,0.0,Super Human,0.619
22396,0.755,139989.0,-5894.0,1.0,Two 1 Two,0.427
22397,0.933,122904.0,-6848.0,0.0,C90,0.543
22398,0.731,138055.0,-8372.0,0.0,Recuerdos,0.506
22399,0.773,101035.0,-4463.0,0.0,Jimmy Fallon,0.48
22400,0.831,100.03,-5.09,0.0,Súper Sangre Joven,0.647
22401,0.797,139969.0,-7802.0,0.0,$$$ (Remix),0.946
22402,0.886,119959.0,-1174.0,1.0,Me Extraña,0.527
22403,0.727,140107.0,-4735.0,0.0,Bhavi - BZRP Music Sessions #1,0.0389
22404,0.582,181435.0,-7707.0,0.0,Desde Que Te Conocí,0.493
22405,0.853,91.99,-6222.0,1.0,Difícil,0.76
22406,0.826,93.05,-3442.0,1.0,Evidencia,0.618
22407,0.698,169979.0,-6428.0,1.0,Fanático,0.62
22408,0.6,177079.0,-4624.0,0.0,Guerra y Hambre,0.558
22409,0.663,174021.0,-3.42,1.0,Mi Error (Remix),0.432
22410,0.817,99994.0,-4794.0,1.0,MIAmi Ye,0.567
22411,0.719,150078.0,-10595.0,1.0,Nivel,0.86
22412,0.807,129994.0,-5491.0,1.0,Orange Cookies,0.144
22413,0.838,155992.0,-3668.0,1.0,HECHO A MANO,0.689
22414,0.839,149946.0,-4645.0,1.0,Trippie Redd,0.629
22415,0.701,89004.0,-2762.0,1.0,Bailame Así,0.945
22416,0.563,90118.0,-7121.0,0.0,La Prision,0.9
22417,0.796,90021.0,-4275.0,1.0,Platónico,0.864
22418,0.792,92995.0,-5201.0,1.0,En Cero (Remix),0.628
22419,0.8,188044.0,-3818.0,0.0,Lento,0.81
22420,0.829,95065.0,-6625.0,1.0,Tu Boca,0.689
22421,0.666,166009.0,-4892.0,0.0,Vacilón,0.535
22422,0.777,93019.0,-5123.0,0.0,Una Noche,0.34
22423,0.744,173.95,-3356.0,1.0,Sistema,0.736
22424,0.796,179967.0,-7532.0,1.0,Perriando,0.881
22425,0.738,176027.0,-4576.0,1.0,MALA SANTA,0.699
22426,0.781,170.05,-4057.0,1.0,Ya No Más,0.845
22427,0.823,100022.0,-5706.0,1.0,Nibiru,0.602
22428,0.789,95075.0,-4143.0,0.0,Me Pichea,0.491
22429,0.859,92018.0,-4472.0,0.0,No Te Dejas,0.623
22430,0.707,173939.0,-2958.0,1.0,Fantasmita (Remix),0.801
22431,0.8,95018.0,-6354.0,0.0,Mami,0.513
22432,0.694,105.02,-4.91,1.0,Nadie Como Tu,0.753
22433,0.793,168.92,-6837.0,1.0,Perriandote,0.741
22434,0.762,100064.0,-5684.0,0.0,Trampa (feat. Zion & Lennox),0.857
22435,0.544,179.88,-6272.0,0.0,Mis Días Sin Ti,0.36
22436,0.697,175884.0,-3425.0,0.0,"BOTA FUEGO (feat. Dímelo Flow, Justin Quiles & Lenny Tavárez) [Remix]",0.662
22437,0.816,175933.0,-5334.0,1.0,La Jeepeta,0.707
22438,0.843,83982.0,-8018.0,0.0,Porfa,0.541
22439,0.834,95.98,-2799.0,1.0,Rutina,0.858
22440,0.835,90997.0,-4916.0,0.0,La Mas Linda,0.457
22441,0.903,101053.0,-4027.0,0.0,Historias de un Capricornio,0.553
22442,0.837,94067.0,-4807.0,0.0,Solo (with Rauw Alejandro),0.356
22443,0.771,167969.0,-3504.0,0.0,El Efecto (Remix),0.931
22444,0.771,159904.0,-5609.0,0.0,Loco por Verte,0.437
22445,0.76,186034.0,-5566.0,0.0,Historias de un Capricornio,0.889
22446,0.46,161767.0,-2975.0,0.0,Patience,0.557
22447,0.638,160.1,-4.61,1.0,Sobville (Episode I),0.267
22448,0.562,184059.0,-3.29,0.0,Where We Goin',0.397
22449,0.595,145068.0,-4825.0,1.0,Sobville (Episode I),0.72
22450,0.601,74986.0,-6409.0,1.0,Damage,0.235
22451,0.399,113809.0,-5738.0,1.0,We Don't Care,0.416
22452,0.367,149955.0,-6432.0,0.0,What You Promised,0.0742
22453,0.467,150.17,-5458.0,0.0,Labyrinth,0.158
22454,0.521,149962.0,-5296.0,1.0,Olympia,0.491
22455,0.516,89522.0,-9778.0,1.0,Vans (The Remixes),0.396
22456,0.789,100039.0,-4183.0,0.0,Arena,0.443
22457,0.728,94999.0,-8.71,1.0,Drifting (Remixes),0.157
22458,0.467,77962.0,-3487.0,1.0,Believe I'm Leaving,0.236
22459,0.592,159876.0,-5781.0,1.0,Drifting,0.207
22460,0.496,150071.0,-5579.0,1.0,Hard,0.384
22461,0.792,93973.0,-5293.0,1.0,Sobville (Episode I),0.775
22462,0.72,119969.0,-1253.0,0.0,Stay Up,0.184
22463,0.562,150049.0,-3226.0,1.0,The Bottom (feat. Kellin Quinn),0.292
22464,0.465,160052.0,-5628.0,0.0,Eternal,0.338
22465,0.477,145.07,-4517.0,0.0,By My Side,0.262
22466,0.355,179766.0,-11155.0,1.0,Fake Love,0.369
22467,0.577,105.08,-6527.0,1.0,I Don't Want That,0.181
22468,0.489,89944.0,-5229.0,1.0,Find You,0.254
22469,0.553,150041.0,-6935.0,0.0,Say It Now,0.106
22470,0.929,141.97,-6491.0,1.0,Happy Birthday Flakko,0.933
22471,0.818,127.96,-7945.0,0.0,@,0.805
22472,0.777,161939.0,-11909.0,0.0,7 5 0,0.512
22473,0.65,142083.0,-8979.0,0.0,"9 Żyć (feat. Otsochodzi, schafter & PlanBe)",0.281
22474,0.621,141996.0,-3238.0,0.0,911 (Tom Wilson Remix),0.47
22475,0.44,93147.0,-6093.0,0.0,A Little Less Conversation (feat. The Great Escape),0.837
22476,0.626,160006.0,-4.5,0.0,A Mi Manera,0.55
22477,0.8,90009.0,-4493.0,1.0,A Punta de Espada,0.493
22478,0.942,98978.0,-5317.0,0.0,A$AP,0.444
22479,0.813,126892.0,-4817.0,1.0,"Aleman: Bzrp Music Sessions, Vol. 15",0.646
22480,0.439,149889.0,-7086.0,0.0,Alive,0.166
22481,0.315,140095.0,-3913.0,0.0,All in My Head,0.433
22482,0.779,139.84,-4905.0,0.0,HECHO A MANO,0.563
22483,0.596,149935.0,-5558.0,0.0,Alone,0.381
22484,0.283,150306.0,-6243.0,0.0,Angst,0.0807
22485,0.752,116923.0,-7286.0,0.0,Animal,0.529
22486,0.478,149994.0,-4912.0,0.0,Animate,0.273
22487,0.817,129997.0,-4197.0,0.0,Ánimo (feat. Duki & Midel),0.461
22488,0.519,114971.0,-6275.0,1.0,PRIMAL,0.105
22489,0.788,117552.0,-7788.0,0.0,Apollo,0.634
22490,0.614,140006.0,-5785.0,0.0,Astronomia,0.45
22491,0.5,160179.0,-9641.0,0.0,Drifting,0.172
22492,0.503,150142.0,-3477.0,1.0,Back to Black,0.276
22493,0.634,135912.0,-7631.0,1.0,Drifting,0.217
22494,0.537,144009.0,-4.58,0.0,Pages,0.228
22495,0.732,96967.0,-6913.0,1.0,"Bad Boy (feat. Beteo, ReTo & Siles)",0.383
22496,0.702,180089.0,-9031.0,0.0,XTACISS,0.558
22497,0.496,94034.0,-9015.0,0.0,Bestia,0.365
22498,0.305,105028.0,-5.9,0.0,Better Times,0.326
22499,0.642,148145.0,-7342.0,1.0,Biblioteka Trap,0.156
22500,0.798,166058.0,-8736.0,0.0,BlaBlaCar (feat. Malik Montana),0.686
22501,0.457,150093.0,-4859.0,0.0,Blood Moon,0.267
22502,0.758,96.87,-7264.0,0.0,Bonnie & Clyde,0.258
22503,0.806,139.94,-6341.0,1.0,Boss,0.225
22504,0.513,160061.0,-3637.0,1.0,Breathe,0.23
22505,0.702,127976.0,-5239.0,0.0,Bring You Down,0.236
22506,0.797,120027.0,-9742.0,0.0,Buscando,0.653
22507,0.867,122952.0,-5.1,1.0,C90 (Remix),0.609
22508,0.594,102882.0,-6441.0,1.0,Calamity,0.0581
22509,0.718,82594.0,-5668.0,1.0,Calientito Boyz,0.682
22510,0.717,81027.0,-11471.0,0.0,hors d'oeuvre,0.22
22511,0.786,75.02,-3778.0,0.0,Cara de Diablo,0.559
22512,0.651,160007.0,-7739.0,1.0,X 100PRE,0.248
22513,0.715,121077.0,-4973.0,0.0,Casablanca,0.504
22514,0.35,149902.0,-6349.0,0.0,Castles,0.2
22515,0.636,121057.0,-5196.0,0.0,Chasing Light (Pt. 2),0.119
22516,0.838,130227.0,-9485.0,1.0,EP3: Conocí La Muerte y No Era Tan Mala,0.348
22517,0.52,89987.0,-4623.0,0.0,Chili Hot,0.42
22518,0.538,159.98,-6098.0,0.0,Come Back (Remixes),0.252
22519,0.731,138055.0,-8384.0,0.0,Recuerdos,0.508
22520,0.595,130035.0,-4037.0,0.0,Control,0.338
22521,0.91,140051.0,-5029.0,1.0,Criminal,0.792
22522,0.566,98111.0,-6.15,0.0,Dance Monkey,0.236
22523,0.758,135984.0,-4.39,1.0,HECHO A MANO,0.837
22524,0.5,163.94,-8793.0,0.0,Destined,0.15
22525,0.769,130165.0,-2809.0,1.0,Detenido,0.688
22526,0.892,114968.0,-9991.0,1.0,different,0.244
22527,0.512,128224.0,-5548.0,0.0,Disconnected,0.317
22528,0.544,160039.0,-3094.0,0.0,Distance,0.28
22529,0.693,131986.0,-7469.0,0.0,Dive,0.252
22530,0.611,80006.0,-13501.0,0.0,Drifting (Remixes),0.167
22531,0.821,85013.0,-11.47,0.0,Dvd,0.665
22532,0.43,82017.0,-4934.0,0.0,Earned It,0.576
22533,0.367,149937.0,-5827.0,0.0,Eclypse,0.223
22534,0.615,171.98,-9479.0,0.0,En Bajita,0.479
22535,0.575,116042.0,-2096.0,0.0,ERROR,0.107
22536,0.761,142116.0,-5.62,0.0,Euforia,0.743
22537,0.399,149263.0,-4291.0,0.0,Eyes Closed,0.486
22538,0.598,92072.0,-4399.0,0.0,Fall Hard,0.183
22539,0.551,180165.0,-8823.0,1.0,Fallout,0.0739
22540,0.763,130004.0,-7657.0,1.0,Flashes,0.198
22541,0.769,139901.0,-9718.0,1.0,Free Life,0.475
22542,0.856,124.05,-8.99,0.0,Fresko,0.431
22543,0.744,147013.0,-4633.0,1.0,HECHO A MANO,0.487
22544,0.856,89912.0,-7.5,0.0,Gan-Ga,0.378
22545,0.796,140014.0,-8.73,1.0,Ghetto Flex,0.541
22546,0.495,155031.0,-3333.0,0.0,Go,0.523
22547,0.473,108287.0,-3725.0,1.0,Goteo,0.438
22548,0.527,92986.0,-5023.0,1.0,Heartbeats,0.114
22549,0.47,148.01,-4792.0,0.0,Heartless,0.308
22550,0.598,76469.0,-8764.0,0.0,HIGHEST IN THE ROOM,0.0605
22551,0.812,150009.0,-6629.0,1.0,Hitboy,0.616
22552,0.619,149.94,-4103.0,0.0,Hole in the Earth,0.523
22553,0.373,160048.0,-3831.0,0.0,Hollywood's Bleeding,0.207
22554,0.739,143953.0,-8561.0,0.0,hot coffee,0.5
22555,0.545,164.93,-4686.0,1.0,Hourglass,0.678
22556,0.917,129011.0,-9362.0,0.0,Humo en la Trampa,0.657
22557,0.591,145029.0,-8347.0,0.0,Hurts Like Hell,0.33
22558,0.662,137985.0,-6152.0,1.0,Pages,0.159
22559,0.791,94415.0,-8105.0,1.0,Idealne Połączenie,0.237
22560,0.301,149737.0,-5921.0,0.0,Infected Brain,0.134
22561,0.526,145043.0,-5816.0,0.0,Inside,0.339
22562,0.521,140028.0,-5268.0,0.0,Insidious,0.112
22563,0.957,126986.0,-10458.0,0.0,Jagodzianki (prod.by Abel de Jong),0.805
22564,0.685,113413.0,-10256.0,0.0,Jesteś ładniejsza niż na zdjęciach (na zawsze),0.204
22565,0.701,100029.0,-11993.0,1.0,Keep Working,0.267
22566,0.811,81025.0,-3854.0,0.0,Kłapią Gębą,0.572
22567,0.733,133954.0,-11968.0,1.0,Klubowa Suka,0.637
22568,0.849,130924.0,-8573.0,1.0,Error 93,0.299
22569,0.846,135998.0,-6453.0,1.0,LA LATINA,0.579
22570,0.796,140108.0,-2754.0,0.0,La Playa,0.353
22571,0.665,150082.0,-8837.0,1.0,La vida loca,0.422
22572,0.621,125995.0,-6393.0,1.0,Lava Lamp,0.155
22573,0.713,150027.0,-6613.0,0.0,"POCZTÓWKA Z WWA, LATO '19",0.876
22574,0.505,77452.0,-4587.0,0.0,Lies,0.395
22575,0.494,92027.0,-6716.0,0.0,Lies (Remixes),0.26
22576,0.541,147143.0,-4282.0,0.0,album1 (a lot of remixes),0.226
22577,0.853,99983.0,-5271.0,0.0,"Like Boss (Remix) (feat. Duki, Bizarrap, Akapellah, Moonkey, Polima Westcoast, Santoz, Zanto)",0.589
22578,0.7,103996.0,-8066.0,1.0,Lion,0.129
22579,0.582,75026.0,-6304.0,0.0,Lost in the Space,0.313
22580,0.623,115132.0,-7521.0,0.0,Lovely,0.26
22581,0.903,145015.0,-5.8,1.0,Malportau,0.719
22582,0.727,150005.0,-12007.0,1.0,Mask Off (Remix),0.223
22583,0.731,156.11,-15149.0,0.0,Mata Montana,0.734
22584,0.818,133.01,-4684.0,1.0,Me Despierto,0.729
22585,0.652,139901.0,-5928.0,0.0,Mentira,0.526
22586,0.41,139939.0,-6563.0,0.0,Mercury,0.471
22587,0.71,92113.0,-9724.0,1.0,BORuto,0.315
22588,0.843,127933.0,-7726.0,1.0,Mogę dziś umierać,0.604
22589,0.82,141998.0,-7.65,1.0,MOSH,0.717
22590,0.679,143675.0,-7484.0,0.0,Mów,0.538
22591,0.695,134979.0,-7271.0,1.0,Error 93,0.327
22592,0.609,129.6,-3077.0,0.0,HECHO A MANO,0.356
22593,0.826,128028.0,-8.33,0.0,X 100PRE,0.337
22594,0.8,134999.0,-3998.0,1.0,No Creo,0.37
22595,0.526,146055.0,-7.79,0.0,No Escape,0.172
22596,0.792,140041.0,-5392.0,0.0,Homerun,0.519
22597,0.698,94079.0,-7143.0,1.0,Noc,0.516
22598,0.694,154852.0,-6882.0,0.0,Nowy Kolor,0.214
22599,0.522,159778.0,-5971.0,0.0,On My Own,0.121
22600,0.556,80093.0,-7141.0,1.0,On My Own,0.115
22601,0.798,110025.0,-4321.0,0.0,Oops!... I Did It Again,0.314
22602,0.548,113563.0,-7576.0,0.0,Opowieści z Doliny Smoków,0.284
22603,0.301,82265.0,-7418.0,0.0,Destined,0.217
22604,0.849,150017.0,-7087.0,1.0,Happy Birthday Flakko,0.623
22605,0.366,170178.0,-3434.0,0.0,Out of Sight,0.204
22606,0.472,128375.0,-4437.0,1.0,Overthinker,0.212
22607,0.766,155992.0,-8209.0,0.0,Oznaka Mężczyzn,0.57
22608,0.788,159871.0,-5231.0,0.0,Pamiętnik EX,0.758
22609,0.703,153848.0,-6146.0,0.0,Panini,0.475
22610,0.796,129987.0,-4291.0,1.0,"Pekeño 77: Bzrp Music Sessions, Vol. 5",0.68
22611,0.749,74974.0,-5743.0,1.0,Súper Sangre Joven,0.632
22612,0.896,125995.0,-7392.0,1.0,Pistolet (prod. by Abel de Jong),0.817
22613,0.564,150123.0,-2579.0,0.0,Planet Earth,0.465
22614,0.877,122004.0,-6116.0,1.0,Plaqtudum (Frijo & Negro Dub Remix),0.143
22615,0.428,155017.0,-9295.0,0.0,Poison,0.052
22616,0.933,119965.0,-7997.0,1.0,"Polimá Westcoast: Bzrp Music Sessions, Vol. 19",0.447
22617,0.742,109877.0,-8985.0,1.0,FAMA,0.384
22618,0.703,131999.0,-6464.0,0.0,Piękny ból,0.291
22619,0.805,126009.0,-9677.0,0.0,Poza Kontrolą,0.717
22620,0.85,80.02,-8152.0,0.0,TESTING,0.294
22621,0.788,150023.0,-5082.0,0.0,Promienie Słońca,0.66
22622,0.259,171777.0,-5029.0,1.0,Pull Me In,0.232
22623,0.68,202006.0,-5545.0,1.0,Pure Water (with Migos),0.137
22624,0.632,155941.0,-4.77,0.0,Radość,0.666
22625,0.802,154035.0,-5142.0,1.0,Rainman,0.452
22626,0.945,119938.0,-6194.0,1.0,Rangos,0.509
22627,0.718,93.96,-10182.0,0.0,Robię Yeah (prod.by FRNKIE),0.398
22628,0.444,170008.0,-6496.0,1.0,Pages,0.241
22629,0.453,139987.0,-9329.0,0.0,Sacrifice,0.0397
22630,0.74,75023.0,-4.88,1.0,?,0.473
22631,0.971,127039.0,-7575.0,1.0,Sake,0.716
22632,0.84,144.89,-6.4,1.0,Samurai (feat. Big Soto),0.541
22633,0.593,159966.0,-5761.0,0.0,777,0.544
22634,0.543,81738.0,-7065.0,1.0,Satellite,0.343
22635,0.604,108021.0,-8101.0,0.0,We Are Deadbeats (Vol. 4),0.123
22636,0.758,147068.0,-8595.0,1.0,SenSei,0.527
22637,0.805,140023.0,-8731.0,0.0,Miłość,0.372
22638,0.71,126974.0,-3597.0,0.0,Si No Fue Asi,0.503
22639,0.253,70515.0,-5973.0,1.0,Signals,0.132
22640,0.716,127053.0,-6739.0,0.0,Sigo Fresh,0.58
22641,0.933,130031.0,-9582.0,0.0,Sikam Szampan,0.798
22642,0.947,135969.0,-8.74,0.0,Simón,0.498
22643,0.641,175022.0,-8575.0,0.0,Sin Culpa (feat. DrefQuila),0.406
22644,0.75,103099.0,-3774.0,1.0,Small Town Boy,0.838
22645,0.698,139958.0,-7344.0,1.0,Sny z ulicy,0.3
22646,0.401,147314.0,-12464.0,1.0,so sad,0.205
22647,0.722,158108.0,-9603.0,1.0,SPORT,0.517
22648,0.887,80025.0,-6989.0,0.0,Superglue,0.53
22649,0.773,154044.0,-5889.0,0.0,Superman,0.67
22650,0.832,120008.0,-10714.0,1.0,Surfer,0.556
22651,0.884,105009.0,-5608.0,1.0,SWISH,0.274
22652,0.761,167898.0,-1903.0,0.0,Tamo Lindo,0.745
22653,0.726,100976.0,-6966.0,0.0,Te Lo Advertí,0.328
22654,0.411,179963.0,-3024.0,0.0,The Voices,0.149
22655,0.913,129013.0,-3136.0,1.0,Titi Flaco,0.869
22656,0.877,123979.0,-7538.0,1.0,Todo de Oro,0.378
22657,0.882,134.98,-7121.0,1.0,Apokalypsis,0.609
22658,0.713,123398.0,-6242.0,0.0,Toskania,0.511
22659,0.774,89999.0,-7717.0,0.0,TRAPPERZ A Mafia Da Sicilia (feat. MC Davo & Fuego),0.334
22660,0.762,86011.0,-1009.0,1.0,Tsunami,0.547
22661,0.882,121985.0,-4445.0,1.0,"Tumbando el Club (feat. C.R.O., Obiewanshot, Ysy A, Cazzu, Khea, Lucho SSJ, Coqeéin Montana, Marcianos Crew & Duki) [Remix]",0.533
22662,0.631,119281.0,-4901.0,1.0,Twister,0.426
22663,0.708,170017.0,-5699.0,1.0,Ucieknij ze mną,0.427
22664,0.806,134032.0,-4224.0,0.0,Układanki,0.293
22665,0.962,128019.0,-10071.0,1.0,Humo en la Trampa,0.656
22666,0.705,149968.0,-5363.0,0.0,Uśmiech,0.147
22667,0.888,150064.0,-6612.0,0.0,Viernes 13,0.829
22668,0.455,150004.0,-3068.0,1.0,Virtuoso,0.25
22669,0.786,94992.0,-6.65,1.0,"Soma 0,5 mg",0.351
22670,0.837,80984.0,-11284.0,1.0,VvsNike (Prod. Olek),0.721
22671,0.709,129968.0,-7836.0,1.0,W.Y.L.I.G.,0.59
22672,0.452,80036.0,-5627.0,0.0,When You Need Me,0.198
22673,0.79,144983.0,-6956.0,1.0,Worldwide,0.556
22674,0.649,144075.0,-7916.0,0.0,wowowo - remix,0.147
22675,0.775,150.03,-8078.0,1.0,Yakuza,0.537
22676,0.825,135044.0,-3806.0,1.0,Yelo,0.796
22677,0.549,99.99,-6068.0,0.0,Animate,0.301
22678,0.897,144978.0,-6574.0,1.0,Zigzag,0.336
22679,0.972,121922.0,-9144.0,0.0,Skiety & Klapki,0.91
22680,0.759,120047.0,-5097.0,0.0,YSL,0.569
22681,0.933,125009.0,-7618.0,1.0,Gwiazda,0.573
22682,0.784,149935.0,-5497.0,1.0,jolka,0.354
22683,0.721,148744.0,-7962.0,1.0,1998 (mam to we krwi),0.233
22684,0.828,116678.0,-10585.0,0.0,styl,0.495
22685,0.798,99954.0,-9786.0,1.0,Mona Lisa (prod.Dio Mudara),0.561
22686,0.842,139942.0,-7231.0,0.0,Inny Gatunek,0.44
22687,0.77,74976.0,-5581.0,1.0,7,0.14
22688,0.935,128.04,-7696.0,1.0,Faza,0.712
22689,0.85,79942.0,-6767.0,1.0,Internaziomal,0.233
22690,0.766,136043.0,-9979.0,1.0,rower (joint lover),0.767
22691,0.676,146957.0,-7643.0,0.0,tęczowy music box,0.839
22692,0.853,131121.0,-5954.0,0.0,TORBA,0.7
22693,0.653,174886.0,-8309.0,0.0,Trzy Butelki,0.55
22694,0.797,120054.0,-9613.0,1.0,PLIK,0.293
22695,0.485,94734.0,-7314.0,0.0,Chemia,0.406
