,Unnamed: 0,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__n_estimators,params,split0_test_neg_root_mean_squared_error,split1_test_neg_root_mean_squared_error,split2_test_neg_root_mean_squared_error,split3_test_neg_root_mean_squared_error,split4_test_neg_root_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error,split0_train_neg_root_mean_squared_error,split1_train_neg_root_mean_squared_error,split2_train_neg_root_mean_squared_error,split3_train_neg_root_mean_squared_error,split4_train_neg_root_mean_squared_error,mean_train_neg_root_mean_squared_error,std_train_neg_root_mean_squared_error,split0_test_neg_mean_absolute_error,split1_test_neg_mean_absolute_error,split2_test_neg_mean_absolute_error,split3_test_neg_mean_absolute_error,split4_test_neg_mean_absolute_error,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error,split0_train_neg_mean_absolute_error,split1_train_neg_mean_absolute_error,split2_train_neg_mean_absolute_error,split3_train_neg_mean_absolute_error,split4_train_neg_mean_absolute_error,mean_train_neg_mean_absolute_error,std_train_neg_mean_absolute_error
40,40,"12,6539134502411","0,105537718065163","0,0496435642242432","0,00104290051556012",14,20,"{'model__max_depth': 14, 'model__n_estimators': 20}","-0,195949901160477","-0,195260140873805","-0,193956863302888","-0,196147011101251","-0,196986673472812",-0.195660117982246,"0,00101408548547975",33,"-0,152402796687179","-0,152352262540213","-0,155950928340991","-0,153726866562264","-0,153791258030797",-0.153644822432289,"0,00130840652031733","-0,158696027697251","-0,159025469544575","-0,158197581854286","-0,160147038433735","-0,159731604269394",-0.159159544359848,"0,000701511610848307",44,"-0,125588276070359","-0,125939331962266","-0,128554636491517","-0,126461344920176","-0,126753421710475",-0.126659402230959,"0,00103012540081793"
41,41,"18,8706158161163","0,457930472273099","0,05711350440979","0,0012482805077616",14,30,"{'model__max_depth': 14, 'model__n_estimators': 30}","-0,19501290397799","-0,194338512752457","-0,193121126133687","-0,1959820530477","-0,196044860503607",-0.194899891283088,"0,00109306466243422",28,"-0,152058612730704","-0,151875237553283","-0,154543616452014","-0,153062314649014","-0,15314085535724",-0.152936127348451,"0,000952615040016854","-0,158051533294988","-0,1583908700813","-0,157521713129538","-0,160109751333918","-0,158883834110409",-0.158591540390031,"0,000879409653336355",37,"-0,125574486791919","-0,125770312302362","-0,127557478286948","-0,126239644728736","-0,12647175833165",-0.126322736088323,"0,000695521264804157"
42,42,"7,17550191879272","0,193811613059682","0,0591836452484131","0,0193507636945409",15,10,"{'model__max_depth': 15, 'model__n_estimators': 10}","-0,197753409206279","-0,197039783559489","-0,194656700487402","-0,197142577301223","-0,198441943482942",-0.197006882807467,"0,00127746257863656",42,"-0,148966335179056","-0,148583899972227","-0,152321586364482","-0,149948764705086","-0,149669393831044",-0.149897996010379,"0,0013056390713647","-0,159787510871331","-0,159871707678007","-0,15797949084866","-0,160672224603217","-0,160319410144705",-0.159726068829184,"0,000929815584545662",49,"-0,121912646013526","-0,1218993267861","-0,124733029494389","-0,1221590828421","-0,122321986440948",-0.122605214315412,"0,00107561859532574"
43,43,"14,4998165130615","0,271179597528316","0,0628910064697266","0,0216460920936323",15,20,"{'model__max_depth': 15, 'model__n_estimators': 20}","-0,195549867733482","-0,194871876247642","-0,193463285730343","-0,195904623184739","-0,196807480757901",-0.195319426730821,"0,00111851898343699",31,"-0,146163721539905","-0,146397075630177","-0,150202104030713","-0,147711349686862","-0,147779200490764",-0.147650690275684,"0,00143614290998537","-0,158179873275128","-0,15851500054429","-0,157465296415674","-0,159709758616296","-0,159424728555508",-0.158658931481379,"0,000820446265873753",39,"-0,120393152634864","-0,120921606209786","-0,123650419798825","-0,121371741798586","-0,12164678200563",-0.121596740489538,"0,00111131969201232"
44,44,"21,3751602172852","0,328206203614281","0,0587281227111816","0,00221038864081227",15,30,"{'model__max_depth': 15, 'model__n_estimators': 30}","-0,194624271845447","-0,19387422841882","-0,192526489646349","-0,195795361452888","-0,195878705102279",-0.194539811293156,"0,00125480205902866",24,"-0,145821617251399","-0,145824414106574","-0,148545228760164","-0,146909801343226","-0,147001194827095",-0.146820451257692,"0,00100052671001141","-0,157603885622091","-0,157808587530259","-0,156763011414844","-0,159783940519326","-0,158655347754382",-0.15812295456818,"0,0010256726008089",31,"-0,120409364071527","-0,120729327806392","-0,122520576523447","-0,121114114978322","-0,121311471192838",-0.121216970914505,"0,000722346432620064"
45,45,"8,14433221817017","0,326328873513094","0,0527133941650391","0,0159695144406633",16,10,"{'model__max_depth': 16, 'model__n_estimators': 10}","-0,19782500043579","-0,196951540017483","-0,194220803751804","-0,197617727566753","-0,198639519750825",-0.197050918304531,"0,00151417006088067",45,"-0,143411336703186","-0,142872850515238","-0,146854393680286","-0,144499657639291","-0,144246286715979",-0.144376905050796,"0,00136854532526045","-0,159674549476275","-0,159560517820393","-0,157582100684009","-0,160703874866197","-0,160480572668499",-0.159600323103074,"0,00110208725055203",47,"-0,117056017771821","-0,116858559673489","-0,119908523171188","-0,117393212409679","-0,1176292129003",-0.117769105185295,"0,00110232130858945"
46,46,"16,2780475616455","0,418435103730002","0,0591681957244873","0,0123761418011153",16,20,"{'model__max_depth': 16, 'model__n_estimators': 20}","-0,195504104553408","-0,194656894374801","-0,193017678115786","-0,195845967223353","-0,196521518125745",-0.195109232478619,"0,00120602339956373",30,"-0,140290906241201","-0,140428270929371","-0,144585850271137","-0,141948660762016","-0,142059058272015",-0.141862549295148,"0,00154852287603968","-0,157967254902771","-0,158093192754415","-0,156993491260148","-0,159630367444689","-0,159051335213287",-0.158347128315062,"0,000914738254811211",34,"-0,115441573746241","-0,115899768202995","-0,118878183301144","-0,116458098079805","-0,11677467662186",-0.116690459990409,"0,00118592817121449"
47,47,"24,1965141296387","0,194926062050597","0,0624657154083252","0,00208062091699282",16,30,"{'model__max_depth': 16, 'model__n_estimators': 30}","-0,194358432336677","-0,193715748444514","-0,192220188543065","-0,195395279031275","-0,195592925471439",-0.194256514765394,"0,00122737260172764",18,"-0,139898589150531","-0,13981940086149","-0,142769311669978","-0,141010357379329","-0,141214848729248",-0.140942501558115,"0,00107397587201656","-0,15723833514155","-0,157411509114827","-0,156428170986523","-0,159372798414012","-0,158267154047503",-0.157743593540883,"0,00100242972176226",25,"-0,115465536121804","-0,115729605299703","-0,117661000747875","-0,116157124475632","-0,116413832120635",-0.11628541975313,"0,000762405582746629"
48,48,"9,14889073371887","0,28784174291832","0,0446676731109619","0,0012842079106549",17,10,"{'model__max_depth': 17, 'model__n_estimators': 10}","-0,197819382672165","-0,197449312865419","-0,193755922574769","-0,197558389568732","-0,198020885918679",-0.196920778719953,"0,0015949881045784",40,"-0,138026161137698","-0,13747148347507","-0,141589203514974","-0,139438097093187","-0,139038675049472",-0.13911272405408,"0,00142257449712378","-0,159229360029766","-0,159788135548231","-0,157000090889388","-0,160658595992809","-0,159681653542013",-0.159271567200441,"0,00122639704934986",46,"-0,112368287520813","-0,112081690369974","-0,115379186393993","-0,113024589074191","-0,113006976932905",-0.113172146058375,"0,00116235649466167"
49,49,"17,8678594589233","0,250783968465224","0,0598260402679443","0,012503148300561",17,20,"{'model__max_depth': 17, 'model__n_estimators': 20}","-0,195186214773157","-0,19478156044928","-0,19277827243498","-0,195609935052555","-0,196148858960218",-0.194900968334038,"0,00115423797171304",29,"-0,134756559647053","-0,134853119902402","-0,139276758385854","-0,136554271857313","-0,136582731973116",-0.136404688353147,"0,00163869179025853","-0,157581825561103","-0,157996165159816","-0,156626085949479","-0,159132914330011","-0,158483542334133",-0.157964106666909,"0,000845386396484808",28,"-0,110727987920168","-0,11108878191306","-0,114353048785921","-0,111898132411202","-0,112108767899985",-0.112035343786067,"0,00126500065357915"
50,50,"27,0929460048676","0,320063922219358","0,0616288661956787","0,00121265102052659",17,30,"{'model__max_depth': 17, 'model__n_estimators': 30}","-0,194124647139634","-0,193536962181409","-0,191906204855236","-0,195170183122433","-0,19515949937848",-0.193979499335439,"0,00121042017511197",13,"-0,134306986805078","-0,134079731817321","-0,137278810747662","-0,135443814000579","-0,135738662060422",-0.135369601086212,"0,00114714488466087","-0,156902990927358","-0,157035079062846","-0,155883853695939","-0,15897679464525","-0,157569236274687",-0.157273590921216,"0,00101132694198682",22,"-0,110757821582284","-0,110874277709327","-0,11301873182715","-0,111494122235186","-0,111749623254965",-0.111578915321782,"0,000809952063895918"
51,51,"9,97850799560547","0,208782585888677","0,0651319026947022","0,0211320789505688",18,10,"{'model__max_depth': 18, 'model__n_estimators': 10}","-0,198281194501013","-0,197071080328547","-0,193574705839285","-0,197203376980375","-0,198222129799124",-0.196870497489669,"0,00172222302801371",39,"-0,133025280849719","-0,131908505788654","-0,136615889309572","-0,134553651684131","-0,134143302157004",-0.134049325957816,"0,00158001283431019","-0,159481526760344","-0,159231304816551","-0,156901884608391","-0,160299973348615","-0,159832078695706",-0.159149353645921,"0,0011796788750165",43,"-0,108089039489749","-0,107208312697968","-0,111024934330852","-0,10859528902614","-0,10868675541018",-0.108720866190978,"0,00126591359993323"
52,52,"19,9239777565002","0,25899935153293","0,0651829719543457","0,0114847215785234",18,20,"{'model__max_depth': 18, 'model__n_estimators': 20}","-0,195656503417373","-0,194543940229037","-0,192571603790546","-0,195539034861273","-0,195969729507241",-0.194856162361094,"0,00123802931862328",27,"-0,129612764403886","-0,12941800883633","-0,134262315366863","-0,131433541138666","-0,131438058560092",-0.131232937661167,"0,00174231877938358","-0,15751513240736","-0,1575480331694","-0,156516635417648","-0,159010833106115","-0,158235838876041",-0.157765294595313,"0,000829663967092061",26,"-0,10633803492465","-0,106456867647755","-0,110055496821491","-0,107473148987535","-0,107675051244219",-0.10759971992513,"0,0013379458541301"
53,53,"29,6261194229126","0,211906049251177","0,0674771785736084","0,00563918758131116",18,30,"{'model__max_depth': 18, 'model__n_estimators': 30}","-0,19438461076218","-0,193320904822576","-0,191556126673326","-0,195097430663787","-0,194885469768377",-0.193848908538049,"0,00130045224121259",12,"-0,129075258854671","-0,128489248776654","-0,132130375962229","-0,130211595068418","-0,130440267076468",-0.130069349147688,"0,00125623073002726","-0,156840235439219","-0,156648863884875","-0,155708413306619","-0,158772891955774","-0,157123823717386",-0.157018845660775,"0,000997368525463948",20,"-0,106331895607263","-0,106181574926282","-0,10865581847468","-0,107040055572569","-0,107202975719347",-0.107082464060028,"0,000879399782526078"
54,54,"10,7962146282196","0,310109016895564","0,0462315082550049","0,00126080995319062",19,10,"{'model__max_depth': 19, 'model__n_estimators': 10}","-0,197524378794786","-0,196831285772284","-0,19359372524442","-0,197542282166489","-0,198332076101016",-0.196764749615799,"0,00165516937454819",38,"-0,128181347870896","-0,12697467629127","-0,131754919867153","-0,130040481265855","-0,129606892935481",-0.129311663646131,"0,00163260283389433","-0,159168484234552","-0,15872199836654","-0,156430717619197","-0,160566496829565","-0,159702436042961",-0.158918026618563,"0,00138712755959737",41,"-0,10384208242219","-0,102911999714494","-0,106692374892691","-0,104598820853247","-0,104682185842151",-0.104545492744955,"0,00124849648849821"
55,55,"21,7562034606934","0,280715167015342","0,0581935405731201","0,0040415286953124",19,20,"{'model__max_depth': 19, 'model__n_estimators': 20}","-0,195420233348524","-0,194166917044612","-0,192235919414818","-0,195363030997941","-0,196068718499634",-0.194650963861106,"0,0013546648563247",26,"-0,124789423269725","-0,12437426245","-0,1293342110201","-0,126684918826659","-0,12661420788829",-0.126359404690955,"0,00175647306826305","-0,157369630065935","-0,156946304246726","-0,155828858299204","-0,158828873874504","-0,15827057918292",-0.157448849133858,"0,00104526607971294",24,"-0,102197255820794","-0,102154226425909","-0,105791614952082","-0,103426592982924","-0,103498856258075",-0.103413709287957,"0,00132120456108496"
56,56,"32,4593777179718","0,598577703910073","0,066735315322876","0,00116971573583358",19,30,"{'model__max_depth': 19, 'model__n_estimators': 30}","-0,194073518255965","-0,1929734403865","-0,191143534252057","-0,19487797784336","-0,194911626613591",-0.193596019470295,"0,00141453405595864",11,"-0,12405798166796","-0,123344507154358","-0,127143922898265","-0,125315470680826","-0,125530218225154",-0.125078420125313,"0,00130953159794283","-0,156507657720033","-0,155999290128965","-0,155086077096221","-0,158531293376014","-0,157171635127294",-0.156659190689705,"0,00115762559911825",17,"-0,102105492365129","-0,10180721178219","-0,104392001045915","-0,102885544951754","-0,103017545944591",-0.102841559217916,"0,000899827201669679"
